Day,Price,Signal,SignalStrategyValue,FlatStrategyValue,AccumulatedCash,TotalInvested
3209,144.29,Hold,6167.02,6197.41,8.00,6175.02
3210,144.15,Hold,6161.04,6192.40,9.00,6170.04
3211,143.99,Hold,6154.20,6186.52,10.00,6164.20
3212,143.51,Sell,6133.69,6166.90,11.00,6144.69
3213,143.84,Hold,6147.79,6182.08,12.00,6159.79
3214,142.85,Hold,6105.48,6140.53,13.00,6118.48
3215,142.45,Hold,6088.38,6124.34,14.00,6102.38
3216,140.45,Hold,6002.90,6039.35,15.00,6017.90
3217,140.77,Hold,6016.58,6054.11,16.00,6032.58
3218,139.46,Hold,5960.59,5998.77,17.00,5977.59
3219,140.33,Hold,5997.77,6037.19,18.00,6015.77
3220,140.43,Hold,6002.05,6042.50,19.00,6021.05
3221,140.77,Hold,6016.58,6058.13,20.00,6036.58
3222,140.41,Hold,6001.19,6043.63,21.00,6022.19
3223,141.60,Hold,6052.05,6095.86,22.00,6074.05
3224,142.79,Hold,6102.91,6148.08,23.00,6125.91
3225,144.09,Buy,6182.48,6205.06,0.00,6182.48
3226,144.46,Hold,6198.35,6221.99,1.00,6199.35
3227,143.43,Hold,6154.16,6178.63,2.00,6156.16
3228,144.61,Hold,6204.79,6230.46,3.00,6207.79
3229,144.70,Hold,6208.65,6235.34,4.00,6212.65
3230,144.47,Hold,6198.78,6226.43,5.00,6203.78
3231,145.13,Hold,6227.10,6255.87,6.00,6233.10
3232,145.45,Hold,6240.83,6270.67,7.00,6247.83
3233,145.10,Hold,6225.81,6256.58,8.00,6233.81
3234,144.84,Hold,6214.66,6246.37,9.00,6223.66
3235,145.07,Hold,6224.53,6257.28,10.00,6234.53
3236,145.39,Hold,6238.26,6272.09,11.00,6249.26
3237,146.63,Hold,6291.46,6326.58,12.00,6303.46
3238,146.39,Hold,6281.16,6317.22,13.00,6294.16
3239,145.22,Hold,6230.96,6267.74,14.00,6244.96
3240,144.27,Sell,6190.20,6227.73,15.00,6205.20
3241,145.09,Hold,6225.38,6264.13,16.00,6241.38
3242,144.92,Hold,6218.09,6257.79,17.00,6235.09
3243,145.78,Hold,6254.99,6295.93,18.00,6272.99
3244,146.27,Hold,6276.01,6318.09,19.00,6295.01
3245,146.93,Buy,6324.33,6347.60,0.00,6324.33
3246,147.41,Hold,6344.99,6369.33,1.00,6345.99
3247,147.27,Hold,6338.97,6364.28,2.00,6340.97
3248,147.17,Hold,6334.66,6360.96,3.00,6337.66
3249,146.25,Hold,6295.06,6322.20,4.00,6299.06
3250,145.69,Sell,6270.96,6298.99,5.00,6275.96
3251,146.65,Hold,6312.28,6341.50,6.00,6318.28
3252,145.49,Hold,6262.35,6292.34,7.00,6269.35
3253,146.63,Hold,6311.42,6342.64,8.00,6319.42
3254,147.17,Hold,6334.66,6367.00,9.00,6343.66
3255,147.45,Hold,6346.71,6380.11,10.00,6356.71
3256,148.00,Buy,6381.39,6404.91,0.00,6381.39
3257,148.05,Hold,6383.54,6408.07,1.00,6384.54
3258,147.76,Hold,6371.04,6396.52,2.00,6373.04
3259,148.68,Hold,6410.71,6437.35,3.00,6413.71
3260,149.75,Hold,6456.84,6484.68,4.00,6460.84
3261,149.84,Hold,6460.72,6489.57,5.00,6465.72
3262,150.63,Hold,6494.79,6524.79,6.00,6500.79
3263,150.01,Hold,6468.05,6498.93,7.00,6475.05
3264,150.07,Hold,6470.64,6502.53,8.00,6478.64
3265,149.86,Hold,6461.59,6494.43,9.00,6470.59
3266,149.37,Hold,6440.46,6474.20,10.00,6450.46
3267,148.92,Sell,6421.06,6455.69,11.00,6432.06
3268,148.58,Hold,6406.40,6441.95,12.00,6418.40
3269,148.90,Hold,6420.19,6456.83,13.00,6433.19
3270,149.40,Hold,6441.75,6479.51,14.00,6455.75
3271,149.41,Hold,6442.18,6480.94,15.00,6457.18
3272,150.16,Hold,6474.52,6514.48,16.00,6490.52
3273,150.28,Hold,6479.70,6520.68,17.00,6496.70
3274,149.33,Hold,6438.73,6480.46,18.00,6456.73
3275,150.13,Hold,6473.23,6516.18,19.00,6492.23
3276,150.15,Hold,6474.09,6518.05,20.00,6494.09
3277,151.31,Hold,6524.11,6569.40,21.00,6545.11
3278,151.16,Buy,6539.64,6563.89,0.00,6539.64
3279,150.61,Hold,6515.84,6541.01,1.00,6516.84
3280,150.53,Sell,6512.38,6538.53,2.00,6514.38
3281,149.95,Hold,6487.29,6514.34,3.00,6490.29
3282,150.30,Hold,6502.43,6530.54,4.00,6506.43
3283,149.65,Hold,6474.31,6503.30,5.00,6479.31
3284,149.88,Hold,6484.26,6514.30,6.00,6490.26
3285,149.66,Hold,6474.75,6505.74,7.00,6481.75
3286,149.86,Hold,6483.40,6515.43,8.00,6491.40
3287,148.59,Hold,6428.45,6461.21,9.00,6437.45
3288,147.63,Hold,6386.92,6420.47,10.00,6396.92
3289,147.52,Hold,6382.16,6416.69,11.00,6393.16
3290,147.26,Hold,6370.91,6406.38,12.00,6382.91
3291,142.57,Hold,6168.01,6203.34,13.00,6181.01
3292,139.53,Hold,6036.49,6072.07,14.00,6050.49
3293,141.37,Hold,6116.09,6153.14,15.00,6131.09
3294,140.74,Hold,6088.84,6126.72,16.00,6104.84
3295,143.84,Hold,6222.95,6262.67,17.00,6239.95
3296,143.80,Hold,6221.22,6261.93,18.00,6239.22
3297,141.72,Hold,6131.24,6172.36,19.00,6150.24
3298,141.35,Hold,6115.23,6157.24,20.00,6135.23
3299,140.79,Hold,6091.00,6133.85,21.00,6112.00
3300,139.96,Hold,6055.09,6098.69,22.00,6077.09
3301,135.61,Hold,5866.90,5910.14,23.00,5889.90
3302,138.16,Hold,5977.22,6022.27,24.00,6001.22
3303,135.77,Hold,5873.82,5919.09,25.00,5898.82
3304,135.02,Hold,5841.37,5887.40,26.00,5867.37
3305,137.13,Hold,5932.66,5980.40,27.00,5959.66
3306,138.56,Hold,5994.53,6043.76,28.00,6022.53
3307,140.13,Buy,6091.45,6113.24,0.00,6091.45
3308,139.56,Hold,6066.67,6089.38,1.00,6067.67
3309,140.24,Hold,6096.23,6120.05,2.00,6098.23
3310,141.04,Hold,6131.01,6155.96,3.00,6134.01
3311,143.92,Hold,6256.20,6282.66,4.00,6260.20
3312,143.64,Hold,6244.03,6271.44,5.00,6249.03
3313,142.17,Hold,6180.13,6208.26,6.00,6186.13
3314,139.44,Hold,6061.45,6090.05,7.00,6068.45
3315,139.24,Hold,6052.76,6082.31,8.00,6060.76
3316,138.22,Hold,6008.42,6038.75,9.00,6017.42
3317,139.78,Hold,6076.23,6107.91,10.00,6086.23
3318,140.08,Hold,6089.27,6122.02,11.00,6100.27
3319,137.65,Hold,5983.64,6016.82,12.00,5995.64
3320,135.20,Sell,5877.14,5910.73,13.00,5890.14
3321,135.86,Hold,5905.83,5940.58,14.00,5919.83
3322,135.13,Hold,5874.10,5909.66,15.00,5889.10
3323,137.23,Hold,5965.39,6002.50,16.00,5981.39
3324,137.40,Hold,5972.78,6010.94,17.00,5989.78
3325,140.60,Buy,6129.88,6151.93,0.00,6129.88
3326,140.34,Hold,6118.54,6141.55,1.00,6119.54
3327,141.35,Hold,6162.58,6186.75,2.00,6164.58
3328,143.00,Hold,6234.51,6259.97,3.00,6237.51
3329,138.33,Hold,6030.91,6056.54,4.00,6034.91
3330,138.16,Hold,6023.50,6050.09,5.00,6028.50
3331,134.90,Hold,5881.37,5908.34,6.00,5887.37
3332,135.05,Sell,5887.91,5915.91,7.00,5894.91
3333,135.02,Hold,5886.60,5915.59,8.00,5894.60
3334,135.79,Hold,5920.17,5950.33,9.00,5929.17
3335,135.46,Hold,5905.79,5936.87,10.00,5915.79
3336,133.12,Hold,5803.77,5835.31,11.00,5814.77
3337,130.28,Hold,5679.95,5711.82,12.00,5691.95
3338,130.24,Hold,5678.20,5711.07,13.00,5691.20
3339,128.24,Hold,5591.01,5624.37,14.00,5605.01
3340,126.17,Hold,5500.76,5534.58,15.00,5515.76
3341,123.49,Hold,5383.92,5418.02,16.00,5399.92
3342,119.70,Hold,5218.68,5252.74,17.00,5235.68
3343,125.46,Hold,5469.81,5506.50,18.00,5487.81
3344,126.59,Hold,5519.07,5557.09,19.00,5538.07
3345,126.43,Hold,5512.10,5551.07,20.00,5532.10
3346,127.63,Hold,5564.41,5604.76,21.00,5585.41
3347,127.73,Hold,5568.77,5610.15,22.00,5590.77
3348,124.77,Hold,5439.72,5481.14,23.00,5462.72
3349,128.90,Buy,5643.78,5663.57,0.00,5643.78
3350,130.20,Hold,5700.70,5721.69,1.00,5701.70
3351,131.54,Hold,5759.37,5781.58,2.00,5761.37
3352,132.16,Hold,5786.52,5809.83,3.00,5789.52
3353,132.81,Hold,5814.98,5839.40,4.00,5818.98
3354,132.84,Hold,5816.29,5841.72,5.00,5821.29
3355,132.00,Hold,5779.51,5805.78,6.00,5785.51
3356,133.44,Hold,5842.56,5870.12,7.00,5849.56
3357,133.82,Hold,5859.20,5887.84,8.00,5867.20
3358,134.90,Hold,5906.49,5936.35,9.00,5915.49
3359,136.65,Hold,5983.11,6014.36,10.00,5993.11
3360,134.78,Hold,5901.23,5933.06,11.00,5912.23
3361,134.92,Hold,5907.36,5940.22,12.00,5919.36
3362,135.20,Hold,5919.62,5953.55,13.00,5932.62
3363,136.47,Hold,5975.23,6010.47,14.00,5989.23
3364,135.47,Hold,5931.44,5967.43,15.00,5946.44
3365,135.28,Hold,5923.13,5960.06,16.00,5939.13
3366,137.32,Hold,6012.45,6050.94,17.00,6029.45
3367,138.53,Hold,6065.42,6105.26,18.00,6083.42
3368,138.73,Hold,6074.18,6115.07,19.00,6093.18
3369,139.72,Hold,6117.53,6159.71,20.00,6137.53
3370,140.30,Hold,6142.92,6186.28,21.00,6163.92
3371,140.16,Hold,6136.79,6181.11,22.00,6158.79
3372,138.83,Hold,6078.56,6123.45,23.00,6101.56
3373,138.97,Hold,6084.69,6130.63,24.00,6108.69
3374,139.26,Hold,6097.39,6144.42,25.00,6122.39
3375,141.00,Hold,6173.57,6222.19,26.00,6199.57
3376,141.44,Hold,6192.84,6242.61,27.00,6219.84
3377,141.19,Hold,6181.89,6232.58,28.00,6209.89
3378,142.74,Hold,6249.76,6302.00,29.00,6278.76
3379,143.02,Hold,6262.02,6315.36,30.00,6292.02
3380,143.32,Hold,6275.15,6329.61,31.00,6306.15
3381,142.83,Hold,6253.70,6308.97,32.00,6285.70
3382,143.77,Hold,6294.85,6351.49,33.00,6327.85
3383,143.98,Hold,6304.05,6361.76,34.00,6338.05
3384,143.71,Hold,6292.23,6350.84,35.00,6327.23
3385,143.76,Hold,6294.42,6354.04,36.00,6330.42
3386,143.46,Sell,6281.28,6341.79,37.00,6318.28
3387,144.42,Hold,6323.31,6385.22,38.00,6361.31
3388,143.75,Hold,6293.98,6356.60,39.00,6332.98
3389,143.48,Hold,6282.16,6345.66,40.00,6322.16
3390,142.39,Hold,6234.43,6298.45,41.00,6275.43
3391,141.28,Hold,6185.83,6250.35,42.00,6227.83
3392,140.99,Hold,6173.13,6238.52,43.00,6216.13
3393,143.06,Hold,6263.77,6331.12,44.00,6307.77
3394,143.54,Hold,6284.78,6353.36,45.00,6329.78
3395,144.46,Hold,6325.06,6395.08,46.00,6371.06
3396,144.34,Hold,6319.81,6390.77,47.00,6366.81
3397,145.01,Hold,6349.15,6421.43,48.00,6397.15
3398,145.55,Hold,6372.79,6446.35,49.00,6421.79
3399,145.52,Hold,6371.48,6446.02,50.00,6421.48
3400,144.92,Hold,6345.21,6420.44,51.00,6396.21
3401,146.62,Buy,6471.64,6496.75,0.00,6471.64
3402,143.56,Sell,6336.57,6362.17,1.00,6337.57
3403,142.69,Hold,6298.17,6324.61,2.00,6300.17
3404,143.79,Hold,6346.73,6374.37,3.00,6349.73
3405,143.13,Hold,6317.59,6346.11,4.00,6321.59
3406,143.76,Hold,6345.40,6375.04,5.00,6350.40
3407,144.71,Hold,6387.33,6418.17,6.00,6393.33
3408,146.39,Hold,6461.49,6493.68,7.00,6468.49
3409,146.38,Hold,6461.05,6494.24,8.00,6469.05
3410,146.73,Buy,6485.49,6510.76,0.00,6485.49
3411,147.04,Hold,6499.20,6525.52,1.00,6500.20
3412,147.78,Hold,6531.90,6559.36,2.00,6533.90
3413,147.91,Hold,6537.65,6566.13,3.00,6540.65
3414,147.02,Hold,6498.31,6527.62,4.00,6502.31
3415,147.70,Hold,6528.37,6558.81,5.00,6533.37
3416,147.69,Hold,6527.93,6559.37,6.00,6533.93
3417,148.68,Hold,6571.68,6604.34,7.00,6578.68
3418,148.56,Hold,6566.38,6600.01,8.00,6574.38
3419,148.60,Hold,6568.15,6602.78,9.00,6577.15
3420,148.05,Hold,6543.84,6579.35,10.00,6553.84
3421,148.27,Hold,6553.56,6590.12,11.00,6564.56
3422,148.31,Sell,6555.33,6592.90,12.00,6567.33
3423,149.80,Buy,6634.19,6660.14,0.00,6634.19
3424,149.60,Hold,6625.33,6652.24,1.00,6626.33
3425,149.35,Hold,6614.26,6642.13,2.00,6616.26
3426,150.16,Hold,6650.13,6679.15,3.00,6653.13
3427,150.38,Hold,6659.88,6689.94,4.00,6663.88
3428,150.39,Hold,6660.32,6691.38,5.00,6665.32
3429,149.27,Sell,6610.72,6642.55,6.00,6616.72
3430,149.02,Hold,6599.64,6632.42,7.00,6606.64
3431,150.63,Hold,6670.95,6705.08,8.00,6678.95
3432,150.15,Hold,6649.69,6684.71,9.00,6658.69
3433,147.56,Hold,6534.99,6570.41,10.00,6544.99
3434,147.32,Hold,6524.36,6560.72,11.00,6535.36
3435,146.85,Hold,6503.54,6540.79,12.00,6515.54
3436,147.53,Hold,6533.66,6572.08,13.00,6546.66
3437,143.80,Hold,6368.47,6406.91,14.00,6382.47
3438,145.10,Hold,6426.04,6465.84,15.00,6441.04
3439,145.96,Hold,6464.13,6505.16,16.00,6480.13
3440,147.28,Hold,6522.59,6564.99,17.00,6539.59
3441,146.24,Hold,6476.53,6519.63,18.00,6494.53
3442,145.20,Hold,6430.47,6474.27,19.00,6449.47
3443,146.62,Hold,6493.36,6538.58,20.00,6513.36
3444,146.09,Hold,6469.88,6515.95,21.00,6490.88
3445,144.23,Hold,6387.51,6433.98,22.00,6409.51
3446,144.58,Hold,6403.01,6450.60,23.00,6426.01
3447,143.31,Hold,6346.77,6394.94,24.00,6370.77
3448,142.33,Hold,6303.36,6352.21,25.00,6328.36
3449,142.61,Hold,6315.77,6365.70,26.00,6341.77
3450,140.69,Hold,6230.73,6281.00,27.00,6257.73
3451,140.41,Hold,6218.33,6269.50,28.00,6246.33
3452,143.56,Hold,6357.84,6411.15,29.00,6386.84
3453,144.66,Hold,6406.55,6461.27,30.00,6436.55
3454,145.47,Buy,6473.43,6498.45,0.00,6473.43
3455,146.79,Hold,6532.17,6558.42,1.00,6533.17
3456,147.61,Hold,6568.66,6596.06,2.00,6570.66
3457,147.47,Hold,6562.43,6590.80,3.00,6565.43
3458,147.27,Hold,6553.53,6582.86,4.00,6557.53
3459,147.95,Hold,6583.79,6614.26,5.00,6588.79
3460,147.63,Hold,6569.55,6600.95,6.00,6575.55
3461,147.19,Hold,6549.97,6582.28,7.00,6556.97
3462,148.80,Hold,6621.61,6655.28,8.00,6629.61
3463,149.31,Hold,6644.31,6679.09,9.00,6653.31
3464,150.68,Hold,6705.27,6741.37,10.00,6715.27
3465,150.70,Hold,6706.16,6743.27,11.00,6717.16
3466,149.86,Hold,6668.78,6706.68,12.00,6680.78
3467,148.44,Hold,6605.59,6644.13,13.00,6618.59
3468,148.16,Hold,6593.13,6632.60,14.00,6607.13
3469,149.05,Hold,6632.74,6673.44,15.00,6647.74
3470,150.09,Hold,6679.02,6721.00,16.00,6695.02
3471,151.15,Hold,6726.19,6769.47,17.00,6743.19
3472,151.50,Hold,6741.76,6786.15,18.00,6759.76
3473,152.64,Hold,6792.49,6838.21,19.00,6811.49
3474,152.55,Hold,6788.49,6835.18,20.00,6808.49
3475,151.73,Hold,6752.00,6799.44,21.00,6773.00
3476,152.00,Hold,6764.01,6812.54,22.00,6786.01
3477,152.62,Hold,6791.60,6841.32,23.00,6814.60
3478,152.83,Hold,6800.95,6851.74,24.00,6824.95
3479,153.61,Hold,6835.66,6887.71,25.00,6860.66
3480,153.51,Hold,6831.21,6884.22,26.00,6857.21
3481,153.12,Hold,6813.85,6867.73,27.00,6840.85
3482,152.11,Hold,6768.91,6823.43,28.00,6796.91
3483,152.67,Sell,6793.83,6849.55,29.00,6822.83
3484,151.80,Hold,6755.11,6811.52,30.00,6785.11
3485,152.16,Hold,6771.13,6828.67,31.00,6802.13
3486,153.18,Hold,6816.52,6875.45,32.00,6848.52
3487,154.12,Hold,6858.35,6918.64,33.00,6891.35
3488,153.30,Hold,6821.86,6882.83,34.00,6855.86
3489,154.41,Hold,6871.26,6933.67,35.00,6906.26
3490,154.04,Hold,6854.79,6918.05,36.00,6890.79
3491,153.89,Hold,6848.12,6912.32,37.00,6885.12
3492,152.21,Hold,6773.36,6837.86,38.00,6811.36
3493,150.80,Hold,6710.61,6775.51,39.00,6749.61
3494,149.58,Hold,6656.32,6721.70,40.00,6696.32
3495,145.14,Hold,6458.74,6523.18,41.00,6499.74
3496,147.03,Hold,6542.85,6609.12,42.00,6584.85
3497,147.19,Hold,6549.97,6617.31,43.00,6592.97
3498,149.99,Hold,6674.57,6744.19,44.00,6718.57
3499,148.92,Hold,6626.95,6697.08,45.00,6671.95
3500,147.08,Hold,6545.07,6615.34,46.00,6591.07
3501,149.18,Hold,6638.52,6710.79,47.00,6685.52
3502,144.87,Hold,6446.73,6517.91,48.00,6494.73
3503,145.14,Hold,6458.74,6531.05,49.00,6507.74
3504,147.34,Hold,6556.64,6631.05,50.00,6606.64
3505,149.09,Hold,6634.52,6710.81,51.00,6685.52
3506,147.95,Hold,6583.79,6660.50,52.00,6635.79
3507,149.20,Buy,6692.41,6717.77,0.00,6692.41
3508,149.07,Hold,6686.58,6712.92,1.00,6687.58
3509,145.31,Sell,6517.92,6544.60,2.00,6519.92
3510,146.78,Hold,6583.86,6611.80,3.00,6586.86
3511,146.10,Hold,6553.36,6582.17,4.00,6557.36
3512,147.14,Hold,6600.01,6630.03,5.00,6605.01
3513,149.09,Buy,6693.48,6718.89,0.00,6693.48
3514,149.04,Hold,6691.23,6717.64,1.00,6692.23
3515,148.07,Hold,6647.68,6674.92,2.00,6649.68
3516,149.65,Hold,6718.62,6747.14,3.00,6721.62
3517,151.65,Hold,6808.41,6838.32,4.00,6812.41
3518,151.68,Hold,6809.76,6840.67,5.00,6814.76
3519,151.77,Hold,6813.80,6845.73,6.00,6819.80
3520,151.92,Hold,6820.53,6853.49,7.00,6827.53
3521,153.16,Hold,6876.20,6910.43,8.00,6884.20
3522,153.62,Hold,6896.85,6932.19,9.00,6905.85
3523,153.47,Hold,6890.12,6926.42,10.00,6900.12
3524,152.46,Hold,6844.78,6881.84,11.00,6855.78
3525,152.83,Hold,6861.39,6899.54,12.00,6873.39
3526,152.81,Hold,6860.49,6899.63,13.00,6873.49
3527,152.71,Hold,6856.00,6896.12,14.00,6870.00
3528,152.04,Hold,6825.92,6866.86,15.00,6840.92
3529,152.12,Hold,6829.51,6871.48,16.00,6845.51
3530,150.71,Sell,6766.21,6808.78,17.00,6783.21
3531,151.66,Hold,6808.86,6852.70,18.00,6826.86
3532,151.20,Hold,6788.21,6832.92,19.00,6807.21
3533,150.30,Hold,6747.80,6793.25,20.00,6767.80
3534,151.00,Hold,6779.23,6825.88,21.00,6800.23
3535,149.03,Hold,6690.78,6737.83,22.00,6712.78
3536,146.61,Hold,6582.14,6629.42,23.00,6605.14
3537,147.80,Hold,6635.56,6684.23,24.00,6659.56
3538,149.73,Hold,6722.21,6772.51,25.00,6747.21
3539,149.14,Hold,6695.72,6746.83,26.00,6721.72
3540,146.73,Hold,6587.52,6638.80,27.00,6614.52
3541,148.08,Hold,6648.13,6700.88,28.00,6676.13
3542,149.03,Hold,6690.78,6744.87,29.00,6719.78
3543,150.63,Hold,6762.62,6818.29,30.00,6792.62
3544,150.49,Hold,6756.33,6812.95,31.00,6787.33
3545,151.97,Buy,6854.78,6880.95,0.00,6854.78
3546,151.69,Hold,6842.15,6869.27,1.00,6843.15
3547,152.19,Hold,6864.70,6892.92,2.00,6866.70
3548,151.58,Hold,6837.18,6866.29,3.00,6840.18
3549,152.57,Hold,6881.84,6912.13,4.00,6885.84
3550,152.11,Hold,6861.09,6892.29,5.00,6866.09
3551,152.42,Hold,6875.07,6907.34,6.00,6881.07
3552,152.84,Hold,6894.02,6927.37,7.00,6901.02
3553,153.45,Hold,6921.53,6956.02,8.00,6929.53
3554,154.38,Hold,6963.48,6999.18,9.00,6972.48
3555,154.35,Hold,6962.13,6998.82,10.00,6972.13
3556,154.72,Hold,6978.82,7016.60,11.00,6989.82
3557,154.18,Hold,6954.46,6993.11,12.00,6966.46
3558,155.83,Hold,7028.89,7068.95,13.00,7041.89
3559,156.40,Hold,7054.60,7095.80,14.00,7068.60
3560,156.26,Hold,7048.28,7090.45,15.00,7063.28
3561,156.19,Hold,7045.12,7088.27,16.00,7061.12
3562,156.72,Hold,7069.03,7113.33,17.00,7086.03
3563,157.16,Hold,7088.88,7134.30,18.00,7106.88
3564,156.85,Hold,7074.89,7121.23,19.00,7093.89
3565,157.12,Hold,7087.07,7134.48,20.00,7107.07
3566,157.19,Hold,7090.23,7138.66,21.00,7111.23
3567,157.35,Hold,7097.45,7146.93,22.00,7119.45
3568,158.55,Hold,7151.57,7202.43,23.00,7174.57
3569,158.64,Hold,7155.63,7207.52,24.00,7179.63
3570,158.69,Hold,7157.89,7210.79,25.00,7182.89
3571,158.19,Hold,7135.34,7189.07,26.00,7161.34
3572,157.79,Sell,7117.29,7171.90,27.00,7144.29
3573,158.14,Hold,7133.08,7188.80,28.00,7161.08
3574,159.64,Buy,7229.74,7257.99,0.00,7229.74
3575,159.98,Hold,7245.14,7274.45,1.00,7246.14
3576,160.74,Hold,7279.56,7310.01,2.00,7281.56
3577,160.02,Hold,7246.95,7278.26,3.00,7249.95
3578,158.57,Sell,7181.28,7213.31,4.00,7185.28
3579,157.63,Hold,7138.71,7171.55,5.00,7143.71
3580,158.65,Hold,7184.90,7218.96,6.00,7190.90
3581,158.88,Hold,7195.32,7230.42,7.00,7202.32
3582,160.29,Hold,7259.18,7295.59,8.00,7267.18
3583,159.78,Hold,7236.08,7273.38,9.00,7245.08
3584,159.64,Hold,7229.74,7268.01,10.00,7239.74
3585,160.02,Hold,7246.95,7286.31,11.00,7257.95
3586,161.33,Hold,7306.28,7346.96,12.00,7318.28
3587,161.33,Buy,7319.28,7347.96,0.00,7319.28
3588,162.51,Hold,7372.81,7402.70,1.00,7373.81
3589,162.57,Hold,7375.53,7406.43,2.00,7377.53
3590,162.64,Hold,7378.71,7410.62,3.00,7381.71
3591,163.35,Hold,7410.92,7443.97,4.00,7414.92
3592,164.19,Hold,7449.03,7483.25,5.00,7454.03
3593,164.29,Hold,7453.57,7488.81,6.00,7459.57
3594,163.44,Hold,7415.00,7451.07,7.00,7422.00
3595,164.23,Hold,7450.84,7488.08,8.00,7458.84
3596,164.08,Hold,7444.04,7482.24,9.00,7453.04
3597,163.19,Hold,7403.66,7442.66,10.00,7413.66
3598,163.62,Sell,7423.17,7463.27,11.00,7434.17
3599,164.98,Hold,7484.87,7526.30,12.00,7496.87
3600,163.93,Hold,7437.23,7479.40,13.00,7450.23
3601,164.49,Hold,7462.64,7505.95,14.00,7476.64
3602,164.10,Hold,7444.95,7489.16,15.00,7459.95
3603,164.91,Hold,7481.70,7527.12,16.00,7497.70
3604,165.94,Hold,7528.42,7575.13,17.00,7545.42
3605,165.46,Hold,7506.65,7554.22,18.00,7524.65
3606,166.59,Buy,7576.91,7606.81,0.00,7576.91
3607,166.50,Hold,7572.82,7603.70,1.00,7573.82
3608,166.91,Hold,7591.47,7623.43,2.00,7593.47
3609,168.34,Hold,7656.51,7689.74,3.00,7659.51
3610,168.76,Hold,7675.61,7709.93,4.00,7679.61
3611,168.40,Hold,7659.24,7694.48,5.00,7664.24
3612,168.50,Hold,7663.79,7700.05,6.00,7669.79
3613,168.69,Hold,7672.43,7709.73,7.00,7679.43
3614,167.09,Sell,7599.65,7637.61,8.00,7607.65
3615,164.58,Hold,7485.49,7523.88,9.00,7494.49
3616,166.17,Hold,7557.81,7597.56,10.00,7567.81
3617,166.06,Hold,7552.81,7593.53,11.00,7563.81
3618,166.46,Hold,7571.00,7612.83,12.00,7583.00
3619,163.52,Hold,7437.28,7479.37,13.00,7450.28
3620,164.96,Hold,7502.78,7546.23,14.00,7516.78
3621,167.56,Hold,7621.03,7666.17,15.00,7636.03
3622,169.21,Hold,7696.08,7742.66,16.00,7712.08
3623,169.68,Buy,7734.45,7765.17,0.00,7734.45
3624,168.71,Hold,7690.24,7721.78,1.00,7691.24
3625,169.95,Hold,7746.76,7779.53,2.00,7748.76
3626,170.42,Hold,7768.19,7802.05,3.00,7771.19
3627,171.49,Hold,7816.96,7852.03,4.00,7820.96
3628,171.42,Hold,7813.77,7849.83,5.00,7818.77
3629,171.70,Hold,7826.53,7863.65,6.00,7832.53
3630,171.30,Hold,7808.30,7846.33,7.00,7815.30
3631,172.17,Hold,7847.96,7887.18,8.00,7855.96
3632,171.65,Hold,7824.25,7864.36,9.00,7833.25
3633,169.89,Hold,7744.03,7784.72,10.00,7754.03
3634,164.30,Sell,7489.22,7529.58,11.00,7500.22
3635,159.28,Hold,7260.40,7300.52,12.00,7272.40
3636,158.40,Hold,7220.28,7261.18,13.00,7233.28
3637,151.46,Hold,6903.94,6944.05,14.00,6917.94
3638,150.44,Hold,6857.45,6898.29,15.00,6872.45
3639,156.67,Hold,7141.42,7184.96,16.00,7157.42
3640,152.63,Hold,6957.27,7000.68,17.00,6974.27
3641,158.73,Hold,7235.32,7281.47,18.00,7253.32
3642,153.44,Hold,6994.19,7039.80,19.00,7013.19
3643,150.59,Hold,6864.28,6910.04,20.00,6884.28
3644,138.50,Hold,6313.19,6356.27,21.00,6334.19
3645,145.37,Hold,6626.34,6672.56,22.00,6648.34
3646,138.01,Hold,6290.85,6335.74,23.00,6313.85
3647,124.59,Hold,5679.14,5720.65,24.00,5703.14
3648,135.93,Hold,6196.04,6242.34,25.00,6221.04
3649,120.46,Hold,5490.88,5532.91,26.00,5516.88
3650,126.50,Hold,5766.20,5811.33,27.00,5793.20
3651,119.21,Hold,5433.90,5477.43,28.00,5461.90
3652,120.09,Hold,5474.01,5518.87,29.00,5503.01
3653,115.19,Hold,5250.66,5294.68,30.00,5280.66
3654,111.91,Hold,5101.15,5144.92,31.00,5132.15
3655,122.53,Hold,5585.24,5634.16,32.00,5617.24
3656,124.22,Hold,5662.27,5712.87,33.00,5695.27
3657,131.11,Buy,6010.33,6030.74,0.00,6010.33
3658,126.93,Hold,5818.71,5839.47,1.00,5819.71
3659,130.78,Hold,5995.21,6017.59,2.00,5997.21
3660,128.91,Hold,5909.48,5932.55,3.00,5912.48
3661,122.96,Hold,5636.72,5659.72,4.00,5640.72
3662,125.52,Hold,5754.08,5778.56,5.00,5759.08
3663,123.38,Hold,5655.98,5681.04,6.00,5661.98
3664,132.01,Hold,6051.59,6079.41,7.00,6058.59
3665,132.16,Hold,6058.47,6087.31,8.00,6066.47
3666,136.80,Hold,6271.17,6302.03,9.00,6280.17
3667,139.36,Hold,6388.53,6420.97,10.00,6398.53
3668,137.70,Hold,6312.43,6345.48,11.00,6323.43
3669,141.88,Hold,6504.05,6539.11,12.00,6516.05
3670,138.55,Hold,6351.40,6386.63,13.00,6364.40
3671,139.20,Hold,6381.19,6417.59,14.00,6395.19
3672,143.14,Hold,6561.81,6600.24,15.00,6576.81
3673,140.82,Hold,6455.46,6494.26,16.00,6471.46
